timeIndex,rho,rhoU,rhoE
1113,0.01113,0.00117752,0.00131934,0.00069535
1114,0.01114,0.00116669,0.00132167,0.000695178
1115,0.01115,0.00115587,0.00132408,0.000695005
1116,0.01116,0.0011451,0.00132657,0.000694831
1117,0.01117,0.00113437,0.00132914,0.000694657
1118,0.01118,0.00112372,0.00133177,0.000694483
1119,0.01119,0.00111315,0.00133447,0.00069431
1120,0.0112,0.00110268,0.00133724,0.000694137
1121,0.01121,0.00109234,0.00134006,0.000693966
1122,0.01122,0.00108213,0.00134294,0.000693795
1123,0.01123,0.00107207,0.00134586,0.000693627
1124,0.01124,0.00106219,0.00134884,0.00069346
1125,0.01125,0.00105249,0.00135185,0.000693296
1126,0.01126,0.00104299,0.00135491,0.000693135
1127,0.01127,0.0010337,0.00135799,0.000692977
1128,0.01128,0.00102465,0.0013611,0.000692822
1129,0.01129,0.00101585,0.00136423,0.000692671
1130,0.0113,0.0010073,0.00136738,0.000692523
1131,0.01131,0.000999021,0.00137054,0.000692381
1132,0.01132,0.000991026,0.0013737,0.000692243
1133,0.01133,0.000983324,0.00137686,0.00069211
1134,0.01134,0.000975925,0.00138001,0.000691982
1135,0.01135,0.000968838,0.00138315,0.00069186
1136,0.01136,0.000962072,0.00138627,0.000691744
1137,0.01137,0.000955633,0.00138937,0.000691634
1138,0.01138,0.000949527,0.00139243,0.000691531
1139,0.01139,0.000943758,0.00139546,0.000691434
1140,0.0114,0.000938332,0.00139845,0.000691344
1141,0.01141,0.00093325,0.00140139,0.000691261
1142,0.01142,0.000928513,0.00140427,0.000691186
1143,0.01143,0.000924123,0.0014071,0.000691118
1144,0.01144,0.000920079,0.00140987,0.000691058
1145,0.01145,0.000916379,0.00141256,0.000691006
1146,0.01146,0.00091302,0.00141519,0.000690962
1147,0.01147,0.00091,0.00141773,0.000690926
1148,0.01148,0.000907313,0.0014202,0.000690898
1149,0.01149,0.000904954,0.00142257,0.000690878
1150,0.0115,0.000902918,0.00142486,0.000690867
1151,0.01151,0.000901197,0.00142706,0.000690864
1152,0.01152,0.000899784,0.00142916,0.00069087
1153,0.01153,0.000898671,0.00143116,0.000690884
1154,0.01154,0.00089785,0.00143305,0.000690906
1155,0.01155,0.00089731,0.00143485,0.000690937
1156,0.01156,0.000897043,0.00143653,0.000690976
1157,0.01157,0.000897039,0.00143811,0.000691024
1158,0.01158,0.000897288,0.00143958,0.000691079
1159,0.01159,0.00089778,0.00144094,0.000691143
1160,0.0116,0.000898503,0.00144219,0.000691215
1161,0.01161,0.000899448,0.00144332,0.000691295
1162,0.01162,0.000900604,0.00144434,0.000691383
1163,0.01163,0.000901961,0.00144525,0.000691479
1164,0.01164,0.000903507,0.00144604,0.000691582
1165,0.01165,0.000905233,0.00144673,0.000691692
1166,0.01166,0.000907128,0.00144729,0.00069181
1167,0.01167,0.000909182,0.00144775,0.000691935
1168,0.01168,0.000911385,0.0014481,0.000692067
1169,0.01169,0.000913727,0.00144834,0.000692206
1170,0.0117,0.000916199,0.00144847,0.000692352
1171,0.01171,0.000918792,0.00144849,0.000692503
1172,0.01172,0.000921497,0.00144841,0.000692662
1173,0.01173,0.000924304,0.00144822,0.000692826
1174,0.01174,0.000927207,0.00144794,0.000692996
1175,0.01175,0.000930196,0.00144756,0.000693171
1176,0.01176,0.000933264,0.00144708,0.000693352
1177,0.01177,0.000936403,0.0014465,0.000693538
1178,0.01178,0.000939607,0.00144584,0.000693729
1179,0.01179,0.000942868,0.00144508,0.000693925
1180,0.0118,0.000946181,0.00144424,0.000694126
1181,0.01181,0.000949538,0.00144332,0.000694331
1182,0.01182,0.000952934,0.00144232,0.00069454
1183,0.01183,0.000956364,0.00144124,0.000694753
1184,0.01184,0.000959821,0.00144009,0.00069497
1185,0.01185,0.000963302,0.00143886,0.00069519
1186,0.01186,0.0009668,0.00143757,0.000695414
1187,0.01187,0.000970313,0.00143621,0.000695641
1188,0.01188,0.000973835,0.00143479,0.00069587
1189,0.01189,0.000977362,0.00143331,0.000696103
1190,0.0119,0.000980891,0.00143177,0.000696338
1191,0.01191,0.000984419,0.00143018,0.000696575
1192,0.01192,0.000987941,0.00142854,0.000696815
1193,0.01193,0.000991455,0.00142686,0.000697057
1194,0.01194,0.000994957,0.00142513,0.0006973
1195,0.01195,0.000998446,0.00142336,0.000697545
1196,0.01196,0.00100192,0.00142156,0.000697792
1197,0.01197,0.00100537,0.00141972,0.00069804
1198,0.01198,0.0010088,0.00141785,0.000698289
1199,0.01199,0.00101221,0.00141595,0.000698539
1200,0.012,0.0010156,0.00141403,0.00069879
